claim_sk,claim_id,policy_sk,vehicle_sk,date_sk,date,year,quarter,month,month_name,week,financial_year,policy_type,coverage_type,policy_status,policy_tenure_band,make,model,segment,fuel_type,vehicle_age_band,premium_vehicle,safety_rating,claim_amount,claim_amount_band,claim_flag,claim_approved,claim_severity,fraud_risk,settlement_days,settlement_band,claim_count,paid_claim,high_fraud,high_severity,fast_settlement,delayed_settlement
42514,CLM142513,42514,42514,20251225,2025-12-25,2025,4,12,December,52,2025-2026,Comprehensive,Basic,Active,< 6 Months,4,M5,B2,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42515,CLM142514,42515,42515,20260131,2026-01-31,2026,1,1,January,5,2025-2026,Third Party,Basic,Active,6-12 Months,2,M3,A,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42516,CLM142515,42516,42516,20261104,2026-11-04,2026,4,11,November,45,2026-2027,Comprehensive,Silver,Active,< 6 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42517,CLM142516,42517,42517,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Basic,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42518,CLM142517,42518,42518,20251223,2025-12-23,2025,4,12,December,52,2025-2026,Third Party,Silver,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42519,CLM142518,42519,42519,20260806,2026-08-06,2026,3,8,August,32,2026-2027,Comprehensive,Silver,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42520,CLM142519,42520,42520,20260805,2026-08-05,2026,3,8,August,32,2026-2027,Third Party,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42521,CLM142520,42521,42521,20261209,2026-12-09,2026,4,12,December,50,2026-2027,Comprehensive,Silver,Expired,< 6 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42522,CLM142521,42522,42522,20261026,2026-10-26,2026,4,10,October,44,2026-2027,Comprehensive,Silver,Active,< 6 Months,2,M3,A,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42523,CLM142522,42523,42523,20260613,2026-06-13,2026,2,6,June,24,2026-2027,Third Party,Gold,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42524,CLM142523,42524,42524,20251205,2025-12-05,2025,4,12,December,49,2025-2026,Comprehensive,Basic,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42525,CLM142524,42525,42525,20261009,2026-10-09,2026,4,10,October,41,2026-2027,Comprehensive,Gold,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42526,CLM142525,42526,42526,20261211,2026-12-11,2026,4,12,December,50,2026-2027,Comprehensive,Basic,Active,> 12 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42527,CLM142526,42527,42527,20251223,2025-12-23,2025,4,12,December,52,2025-2026,Comprehensive,Basic,Active,< 6 Months,1,M10,Utility,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42528,CLM142527,42528,42528,20260223,2026-02-23,2026,1,2,February,9,2025-2026,Comprehensive,Gold,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42529,CLM142528,42529,42529,20260208,2026-02-08,2026,1,2,February,6,2025-2026,Comprehensive,Silver,Active,6-12 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42530,CLM142529,42530,42530,20260808,2026-08-08,2026,3,8,August,32,2026-2027,Comprehensive,Silver,Active,> 12 Months,1,M7,B2,Petrol,New,False,Average,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42531,CLM142530,42531,42531,20261101,2026-11-01,2026,4,11,November,44,2026-2027,Comprehensive,Gold,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42532,CLM142531,42532,42532,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Expired,< 6 Months,1,M7,B2,Petrol,New,False,Average,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42533,CLM142532,42533,42533,20260309,2026-03-09,2026,1,3,March,11,2025-2026,Comprehensive,Basic,Active,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42534,CLM142533,42534,42534,20250603,2025-06-03,2025,2,6,June,23,2025-2026,Third Party,Gold,Expired,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42535,CLM142534,42535,42535,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,6-12 Months,3,M4,C2,Diesel,New,True,Good,109882,Very High,1.0,True,High,Low,27,Delayed,1,True,0,1,0,1
42536,CLM142535,42536,42536,20251206,2025-12-06,2025,4,12,December,49,2025-2026,Comprehensive,Basic,Active,> 12 Months,1,M2,C1,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42537,CLM142536,42537,42537,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,6-12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42538,CLM142537,42538,42538,20250504,2025-05-04,2025,2,5,May,18,2025-2026,Comprehensive,Silver,Active,< 6 Months,4,M5,B2,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42539,CLM142538,42539,42539,20251107,2025-11-07,2025,4,11,November,45,2025-2026,Comprehensive,Gold,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42540,CLM142539,42540,42540,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,< 6 Months,5,M9,C1,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42541,CLM142540,42541,42541,20261014,2026-10-14,2026,4,10,October,42,2026-2027,Comprehensive,Gold,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42542,CLM142541,42542,42542,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,< 6 Months,5,M9,C1,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42543,CLM142542,42543,42543,20260729,2026-07-29,2026,3,7,July,31,2026-2027,Comprehensive,Basic,Active,< 6 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42544,CLM142543,42544,42544,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,6-12 Months,1,M6,B2,Petrol,New,False,Poor,11666,Low,1.0,True,Medium,Low,9,Delayed,1,True,0,0,0,1
42545,CLM142544,42545,42545,20260601,2026-06-01,2026,2,6,June,23,2026-2027,Comprehensive,Gold,Active,< 6 Months,5,M9,C1,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42546,CLM142545,42546,42546,20260121,2026-01-21,2026,1,1,January,4,2025-2026,Comprehensive,Gold,Active,< 6 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42547,CLM142546,42547,42547,20260728,2026-07-28,2026,3,7,July,31,2026-2027,Third Party,Gold,Expired,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42548,CLM142547,42548,42548,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,> 12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42549,CLM142548,42549,42549,20260908,2026-09-08,2026,3,9,September,37,2026-2027,Comprehensive,Gold,Active,> 12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42550,CLM142549,42550,42550,20260113,2026-01-13,2026,1,1,January,3,2025-2026,Third Party,Basic,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42551,CLM142550,42551,42551,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42552,CLM142551,42552,42552,20260205,2026-02-05,2026,1,2,February,6,2025-2026,Comprehensive,Basic,Expired,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42553,CLM142552,42553,42553,20261202,2026-12-02,2026,4,12,December,49,2026-2027,Comprehensive,Silver,Active,< 6 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42554,CLM142553,42554,42554,20261021,2026-10-21,2026,4,10,October,43,2026-2027,Comprehensive,Silver,Active,< 6 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42555,CLM142554,42555,42555,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42556,CLM142555,42556,42556,20260527,2026-05-27,2026,2,5,May,22,2026-2027,Comprehensive,Basic,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42557,CLM142556,42557,42557,20260115,2026-01-15,2026,1,1,January,3,2025-2026,Comprehensive,Silver,Expired,< 6 Months,2,M3,A,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42558,CLM142557,42558,42558,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,> 12 Months,5,M9,C1,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42559,CLM142558,42559,42559,20260423,2026-04-23,2026,2,4,April,17,2026-2027,Comprehensive,Gold,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42560,CLM142559,42560,42560,20260507,2026-05-07,2026,2,5,May,19,2026-2027,Comprehensive,Silver,Active,< 6 Months,5,M9,C1,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42561,CLM142560,42561,42561,20250705,2025-07-05,2025,3,7,July,27,2025-2026,Third Party,Silver,Expired,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42562,CLM142561,42562,42562,20261120,2026-11-20,2026,4,11,November,47,2026-2027,Third Party,Gold,Active,< 6 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42563,CLM142562,42563,42563,20260504,2026-05-04,2026,2,5,May,19,2026-2027,Comprehensive,Basic,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42564,CLM142563,42564,42564,20260713,2026-07-13,2026,3,7,July,29,2026-2027,Comprehensive,Silver,Active,> 12 Months,4,M5,B2,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42565,CLM142564,42565,42565,20260129,2026-01-29,2026,1,1,January,5,2025-2026,Third Party,Basic,Active,6-12 Months,4,M11,C1,Petrol,New,False,Average,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42566,CLM142565,42566,42566,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Silver,Active,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42567,CLM142566,42567,42567,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,< 6 Months,5,M9,C1,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42568,CLM142567,42568,42568,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,> 12 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42569,CLM142568,42569,42569,20250620,2025-06-20,2025,2,6,June,25,2025-2026,Third Party,Silver,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42570,CLM142569,42570,42570,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42571,CLM142570,42571,42571,20251218,2025-12-18,2025,4,12,December,51,2025-2026,Comprehensive,Gold,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42572,CLM142571,42572,42572,20250607,2025-06-07,2025,2,6,June,23,2025-2026,Comprehensive,Silver,Active,< 6 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42573,CLM142572,42573,42573,20260806,2026-08-06,2026,3,8,August,32,2026-2027,Third Party,Gold,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42574,CLM142573,42574,42574,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42575,CLM142574,42575,42575,20260717,2026-07-17,2026,3,7,July,29,2026-2027,Comprehensive,Basic,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42576,CLM142575,42576,42576,20260108,2026-01-08,2026,1,1,January,2,2025-2026,Third Party,Gold,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,61003,High,1.0,True,High,Low,2,Fast,1,True,0,1,1,0
42577,CLM142576,42577,42577,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Expired,6-12 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42578,CLM142577,42578,42578,20260222,2026-02-22,2026,1,2,February,8,2025-2026,Third Party,Silver,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42579,CLM142578,42579,42579,20260605,2026-06-05,2026,2,6,June,23,2026-2027,Third Party,Gold,Active,> 12 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42580,CLM142579,42580,42580,20250820,2025-08-20,2025,3,8,August,34,2025-2026,Comprehensive,Gold,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42581,CLM142580,42581,42581,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,78954,High,1.0,False,High,Low,5,Standard,1,False,0,1,0,0
42582,CLM142581,42582,42582,20251005,2025-10-05,2025,4,10,October,40,2025-2026,Comprehensive,Basic,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42583,CLM142582,42583,42583,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42584,CLM142583,42584,42584,20260206,2026-02-06,2026,1,2,February,6,2025-2026,Comprehensive,Gold,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42585,CLM142584,42585,42585,20251010,2025-10-10,2025,4,10,October,41,2025-2026,Third Party,Silver,Active,> 12 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42586,CLM142585,42586,42586,20261207,2026-12-07,2026,4,12,December,50,2026-2027,Third Party,Silver,Active,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42587,CLM142586,42587,42587,20261124,2026-11-24,2026,4,11,November,48,2026-2027,Third Party,Basic,Active,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42588,CLM142587,42588,42588,20250921,2025-09-21,2025,3,9,September,38,2025-2026,Third Party,Basic,Active,< 6 Months,1,M7,B2,Petrol,New,False,Average,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42589,CLM142588,42589,42589,20261121,2026-11-21,2026,4,11,November,47,2026-2027,Comprehensive,Basic,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42590,CLM142589,42590,42590,20250818,2025-08-18,2025,3,8,August,34,2025-2026,Third Party,Basic,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42591,CLM142590,42591,42591,20260822,2026-08-22,2026,3,8,August,34,2026-2027,Comprehensive,Gold,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42592,CLM142591,42592,42592,20260824,2026-08-24,2026,3,8,August,35,2026-2027,Comprehensive,Silver,Expired,< 6 Months,1,M10,Utility,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42593,CLM142592,42593,42593,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,> 12 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42594,CLM142593,42594,42594,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,> 12 Months,4,M5,B2,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42595,CLM142594,42595,42595,20250328,2025-03-28,2025,1,3,March,13,2024-2025,Comprehensive,Basic,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42596,CLM142595,42596,42596,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Basic,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,76348,High,1.0,True,High,Low,18,Delayed,1,True,0,1,0,1
42597,CLM142596,42597,42597,20260328,2026-03-28,2026,1,3,March,13,2025-2026,Comprehensive,Silver,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42598,CLM142597,42598,42598,20250810,2025-08-10,2025,3,8,August,32,2025-2026,Comprehensive,Silver,Expired,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42599,CLM142598,42599,42599,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,24556,Low,1.0,True,Medium,Low,26,Delayed,1,True,0,0,0,1
42600,CLM142599,42600,42600,20251230,2025-12-30,2025,4,12,December,1,2025-2026,Comprehensive,Basic,Active,> 12 Months,1,M7,B2,Petrol,New,False,Average,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42601,CLM142600,42601,42601,20250616,2025-06-16,2025,2,6,June,25,2025-2026,Comprehensive,Basic,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42602,CLM142601,42602,42602,20251217,2025-12-17,2025,4,12,December,51,2025-2026,Comprehensive,Silver,Active,> 12 Months,4,M5,B2,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42603,CLM142602,42603,42603,20260702,2026-07-02,2026,3,7,July,27,2026-2027,Comprehensive,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42604,CLM142603,42604,42604,20260709,2026-07-09,2026,3,7,July,28,2026-2027,Third Party,Silver,Expired,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42605,CLM142604,42605,42605,20260110,2026-01-10,2026,1,1,January,2,2025-2026,Third Party,Silver,Active,6-12 Months,2,M3,A,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42606,CLM142605,42606,42606,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42607,CLM142606,42607,42607,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Silver,Active,< 6 Months,4,M5,B2,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42608,CLM142607,42608,42608,20260921,2026-09-21,2026,3,9,September,39,2026-2027,Third Party,Silver,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,141299,Very High,1.0,True,High,High,3,Fast,1,True,1,1,1,0
42609,CLM142608,42609,42609,20260406,2026-04-06,2026,2,4,April,15,2026-2027,Third Party,Basic,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42610,CLM142609,42610,42610,20260706,2026-07-06,2026,3,7,July,28,2026-2027,Third Party,Silver,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42611,CLM142610,42611,42611,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,> 12 Months,5,M9,C1,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42612,CLM142611,42612,42612,20261226,2026-12-26,2026,4,12,December,52,2026-2027,Comprehensive,Gold,Active,< 6 Months,5,M9,C1,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42613,CLM142612,42613,42613,20261102,2026-11-02,2026,4,11,November,45,2026-2027,Comprehensive,Basic,Active,< 6 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42614,CLM142613,42614,42614,20260508,2026-05-08,2026,2,5,May,19,2026-2027,Third Party,Gold,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42615,CLM142614,42615,42615,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42616,CLM142615,42616,42616,20261223,2026-12-23,2026,4,12,December,52,2026-2027,Comprehensive,Gold,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42617,CLM142616,42617,42617,20261111,2026-11-11,2026,4,11,November,46,2026-2027,Comprehensive,Silver,Cancelled,< 6 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42618,CLM142617,42618,42618,20261126,2026-11-26,2026,4,11,November,48,2026-2027,Comprehensive,Basic,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42619,CLM142618,42619,42619,20260609,2026-06-09,2026,2,6,June,24,2026-2027,Comprehensive,Silver,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42620,CLM142619,42620,42620,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42621,CLM142620,42621,42621,20261207,2026-12-07,2026,4,12,December,50,2026-2027,Third Party,Gold,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42622,CLM142621,42622,42622,20260803,2026-08-03,2026,3,8,August,32,2026-2027,Third Party,Gold,Expired,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42623,CLM142622,42623,42623,20260603,2026-06-03,2026,2,6,June,23,2026-2027,Comprehensive,Gold,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42624,CLM142623,42624,42624,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Basic,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42625,CLM142624,42625,42625,20261010,2026-10-10,2026,4,10,October,41,2026-2027,Comprehensive,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,27797,Medium,1.0,True,Medium,Low,24,Delayed,1,True,0,0,0,1
42626,CLM142625,42626,42626,20260119,2026-01-19,2026,1,1,January,4,2025-2026,Third Party,Silver,Active,< 6 Months,2,M3,A,Petrol,New,False,Poor,135125,Very High,1.0,True,High,Low,28,Delayed,1,True,0,1,0,1
42627,CLM142626,42627,42627,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Expired,< 6 Months,4,M5,B2,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42628,CLM142627,42628,42628,20260416,2026-04-16,2026,2,4,April,16,2026-2027,Comprehensive,Gold,Cancelled,> 12 Months,3,M4,C2,Diesel,New,True,Good,130181,Very High,1.0,True,High,Low,26,Delayed,1,True,0,1,0,1
42629,CLM142628,42629,42629,20260315,2026-03-15,2026,1,3,March,11,2025-2026,Third Party,Silver,Active,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
42630,CLM142629,42630,42630,20261016,2026-10-16,2026,4,10,October,42,2026-2027,Comprehensive,Gold,Active,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
