underwriting_sk,policy_sk,customer_sk,vehicle_sk,policy_type,coverage_type,policy_status,make,model,segment,fuel_type,vehicle_age_band,risk_score,risk_band,fraud_probability,underwriting_decision,manual_review_flag,auto_approved_flag,rejected_flag,stp_flag,review_time_minutes,premium_adjustment_pct,rules_triggered,ai_confidence,processing_mode,underwriter,sla_status,sla_breached_flag,high_risk_flag,fraud_flag,recommendation,model_version,underwriting_date_sk
45195,45195,45195,45195,Comprehensive,Silver,Active,1,M8,B1,CNG,New,50,Medium,0.5,Manual Review,1,0,0,0,65,14,2,87.1,Manual,Priya,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20220120
45196,45196,45196,45196,Comprehensive,Silver,Active,1,M6,B2,Petrol,New,53,Medium,0.53,Manual Review,1,0,0,0,61,2,2,96.23,Manual,David,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.0,20220904
45197,45197,45197,45197,Comprehensive,Gold,Active,1,M6,B2,Petrol,New,54,Medium,0.54,Manual Review,1,0,0,0,88,9,3,81.52,Manual,John,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20251114
45198,45198,45198,45198,Third Party,Basic,Active,1,M6,B2,Petrol,New,53,Medium,0.53,Manual Review,1,0,0,0,40,13,7,87.11,Manual,Alice,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20251002
45199,45199,45199,45199,Comprehensive,Basic,Cancelled,1,M8,B1,CNG,New,84,Very High,0.84,Rejected,0,0,1,1,20,28,1,77.49,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20250511
45200,45200,45200,45200,Comprehensive,Gold,Active,1,M1,A,CNG,New,47,Medium,0.47,Manual Review,1,0,0,0,44,7,7,87.64,Manual,John,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20241029
45201,45201,45201,45201,Third Party,Silver,Active,1,M1,A,CNG,New,69,High,0.69,Manual Review,1,0,0,0,35,11,6,93.72,Manual,Alice,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v2.0,20230615
45202,45202,45202,45202,Comprehensive,Silver,Active,1,M1,A,CNG,New,10,Low,0.1,Approved,0,1,0,1,3,-9,5,78.65,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20220413
45203,45203,45203,45203,Comprehensive,Silver,Active,1,M6,B2,Petrol,New,90,Very High,0.9,Rejected,0,0,1,1,19,22,3,79.43,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20250623
45204,45204,45204,45204,Third Party,Gold,Active,1,M1,A,CNG,New,34,Medium,0.34,Approved,0,1,0,1,2,0,3,83.52,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20230820
45205,45205,45205,45205,Comprehensive,Basic,Active,1,M1,A,CNG,New,76,High,0.76,Rejected,0,0,1,1,8,19,1,91.78,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20250904
45206,45206,45206,45206,Comprehensive,Gold,Active,1,M1,A,CNG,New,71,High,0.71,Rejected,0,0,1,1,10,26,6,78.8,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20221217
45207,45207,45207,45207,Comprehensive,Silver,Expired,1,M1,A,CNG,New,58,Medium,0.58,Manual Review,1,0,0,0,26,14,7,85.46,Manual,Priya,Within SLA,0,0,0,Refer Underwriter,UW_AI_v1.1,20220822
45208,45208,45208,45208,Third Party,Basic,Active,1,M1,A,CNG,New,78,High,0.78,Rejected,0,0,1,1,13,18,4,89.98,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20220206
45209,45209,45209,45209,Comprehensive,Gold,Active,1,M8,B1,CNG,New,29,Low,0.29,Approved,0,1,0,1,5,0,4,81.49,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20250930
45210,45210,45210,45210,Comprehensive,Basic,Cancelled,1,M7,B2,Petrol,New,46,Medium,0.46,Manual Review,1,0,0,0,51,9,7,84.83,Manual,Priya,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20221019
45211,45211,45211,45211,Third Party,Silver,Active,1,M6,B2,Petrol,New,76,High,0.76,Rejected,0,0,1,1,14,33,7,98.71,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20220117
45212,45212,45212,45212,Comprehensive,Silver,Active,1,M6,B2,Petrol,New,65,High,0.65,Manual Review,1,0,0,0,65,5,5,96.67,Manual,Rahul,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v2.0,20220331
45213,45213,45213,45213,Comprehensive,Basic,Active,1,M6,B2,Petrol,New,42,Medium,0.42,Manual Review,1,0,0,0,44,9,3,86.95,Manual,Priya,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20251003
45214,45214,45214,45214,Comprehensive,Basic,Expired,1,M2,C1,Petrol,New,40,Medium,0.4,Manual Review,1,0,0,0,35,14,4,93.79,Manual,Priya,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20231108
45215,45215,45215,45215,Third Party,Gold,Active,1,M7,B2,Petrol,New,45,Medium,0.45,Manual Review,1,0,0,0,65,10,6,81.92,Manual,David,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20240903
45216,45216,45216,45216,Comprehensive,Basic,Active,1,M1,A,CNG,New,51,Medium,0.51,Manual Review,1,0,0,0,58,8,5,75.85,Manual,Rahul,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20220910
45217,45217,45217,45217,Third Party,Basic,Active,3,M4,C2,Diesel,New,91,Very High,0.91,Rejected,0,0,1,1,10,32,2,94.85,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20240327
45218,45218,45218,45218,Comprehensive,Basic,Active,5,M9,C1,Diesel,New,35,Medium,0.35,Manual Review,1,0,0,0,36,14,2,90.07,Manual,Alice,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20220703
45219,45219,45219,45219,Comprehensive,Gold,Active,3,M4,C2,Diesel,New,6,Low,0.06,Approved,0,1,0,1,4,3,5,92.17,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20221017
45220,45220,45220,45220,Third Party,Basic,Active,3,M4,C2,Diesel,New,72,High,0.72,Rejected,0,0,1,1,13,19,5,81.12,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20240131
45221,45221,45221,45221,Third Party,Gold,Expired,1,M1,A,CNG,New,38,Medium,0.38,Manual Review,1,0,0,0,54,9,7,86.31,Manual,David,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20250523
45222,45222,45222,45222,Comprehensive,Basic,Cancelled,3,M4,C2,Diesel,New,12,Low,0.12,Approved,0,1,0,1,3,2,4,85.4,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20220607
45223,45223,45223,45223,Comprehensive,Gold,Active,1,M7,B2,Petrol,New,60,High,0.6,Manual Review,1,0,0,0,48,1,3,81.38,Manual,Rahul,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v1.0,20240711
45224,45224,45224,45224,Comprehensive,Gold,Active,1,M7,B2,Petrol,New,15,Low,0.15,Approved,0,1,0,1,7,-8,7,78.17,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20231122
45225,45225,45225,45225,Comprehensive,Basic,Active,3,M4,C2,Diesel,New,91,Very High,0.91,Rejected,0,0,1,1,22,32,7,79.98,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20230128
45226,45226,45226,45226,Third Party,Gold,Active,1,M1,A,CNG,New,74,High,0.74,Rejected,0,0,1,1,23,33,1,96.56,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20241109
45227,45227,45227,45227,Comprehensive,Silver,Active,1,M6,B2,Petrol,New,78,High,0.78,Rejected,0,0,1,1,14,26,7,82.87,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20230307
45228,45228,45228,45228,Third Party,Silver,Expired,1,M1,A,CNG,New,72,High,0.72,Rejected,0,0,1,1,22,23,3,96.89,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20240923
45229,45229,45229,45229,Comprehensive,Basic,Active,3,M4,C2,Diesel,New,71,High,0.71,Rejected,0,0,1,1,7,26,2,87.25,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20241001
45230,45230,45230,45230,Third Party,Basic,Expired,1,M1,A,CNG,New,16,Low,0.16,Approved,0,1,0,1,4,-6,2,93.35,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20241227
45231,45231,45231,45231,Comprehensive,Silver,Active,4,M5,B2,Diesel,New,65,High,0.65,Manual Review,1,0,0,0,43,11,3,93.56,Manual,Priya,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v2.0,20250105
45232,45232,45232,45232,Comprehensive,Basic,Active,1,M6,B2,Petrol,New,5,Low,0.05,Approved,0,1,0,1,4,-5,2,91.22,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20220412
45233,45233,45233,45233,Comprehensive,Basic,Active,3,M4,C2,Diesel,New,82,Very High,0.82,Rejected,0,0,1,1,22,28,4,76.22,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20231014
45234,45234,45234,45234,Comprehensive,Basic,Active,1,M8,B1,CNG,New,96,Very High,0.96,Rejected,0,0,1,1,24,16,2,87.33,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20240611
45235,45235,45235,45235,Third Party,Gold,Active,2,M3,A,Petrol,New,15,Low,0.15,Approved,0,1,0,1,5,3,5,95.85,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20230808
45236,45236,45236,45236,Comprehensive,Basic,Active,1,M8,B1,CNG,New,34,Medium,0.34,Approved,0,1,0,1,2,0,6,90.61,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20220726
45237,45237,45237,45237,Third Party,Silver,Active,1,M6,B2,Petrol,New,6,Low,0.06,Approved,0,1,0,1,5,-3,6,89.9,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20220801
45238,45238,45238,45238,Comprehensive,Silver,Expired,1,M1,A,CNG,New,10,Low,0.1,Approved,0,1,0,1,7,4,5,79.31,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20220320
45239,45239,45239,45239,Third Party,Silver,Active,1,M7,B2,Petrol,New,28,Low,0.28,Approved,0,1,0,1,7,-2,2,93.73,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20250210
45240,45240,45240,45240,Comprehensive,Silver,Active,1,M1,A,CNG,New,82,Very High,0.82,Rejected,0,0,1,1,11,19,4,77.47,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20220513
45241,45241,45241,45241,Comprehensive,Silver,Active,1,M1,A,CNG,New,40,Medium,0.4,Manual Review,1,0,0,0,44,7,7,80.68,Manual,Alice,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.0,20250505
45242,45242,45242,45242,Third Party,Gold,Active,5,M9,C1,Diesel,New,6,Low,0.06,Approved,0,1,0,1,4,3,5,78.68,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20241114
45243,45243,45243,45243,Comprehensive,Gold,Active,1,M1,A,CNG,New,71,High,0.71,Rejected,0,0,1,1,21,33,6,89.07,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20230417
45244,45244,45244,45244,Comprehensive,Basic,Active,1,M6,B2,Petrol,New,30,Medium,0.3,Approved,0,1,0,1,4,-8,7,90.72,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20221017
45245,45245,45245,45245,Comprehensive,Gold,Active,3,M4,C2,Diesel,New,33,Medium,0.33,Approved,0,1,0,1,5,-10,6,79.32,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20250703
45246,45246,45246,45246,Comprehensive,Gold,Active,1,M6,B2,Petrol,New,91,Very High,0.91,Rejected,0,0,1,1,5,29,6,81.16,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20250514
45247,45247,45247,45247,Third Party,Gold,Active,1,M7,B2,Petrol,New,54,Medium,0.54,Manual Review,1,0,0,0,85,6,5,77.42,Manual,Priya,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20241003
45248,45248,45248,45248,Third Party,Gold,Active,3,M4,C2,Diesel,New,11,Low,0.11,Approved,0,1,0,1,7,-6,7,84.43,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20241227
45249,45249,45249,45249,Third Party,Silver,Active,1,M1,A,CNG,New,64,High,0.64,Manual Review,1,0,0,0,74,1,7,84.77,Manual,John,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v2.0,20250523
45250,45250,45250,45250,Comprehensive,Gold,Active,3,M4,C2,Diesel,New,72,High,0.72,Rejected,0,0,1,1,10,24,6,75.43,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20230926
45251,45251,45251,45251,Comprehensive,Gold,Active,1,M1,A,CNG,New,83,Very High,0.83,Rejected,0,0,1,1,6,27,4,76.67,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20230226
45252,45252,45252,45252,Comprehensive,Basic,Active,1,M6,B2,Petrol,New,27,Low,0.27,Approved,0,1,0,1,5,-4,1,89.13,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20230712
45253,45253,45253,45253,Comprehensive,Basic,Cancelled,1,M6,B2,Petrol,New,26,Low,0.26,Approved,0,1,0,1,7,-2,5,96.55,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20230804
45254,45254,45254,45254,Third Party,Gold,Active,1,M8,B1,CNG,New,75,High,0.75,Rejected,0,0,1,1,21,30,1,77.73,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20230623
45255,45255,45255,45255,Comprehensive,Gold,Active,1,M6,B2,Petrol,New,54,Medium,0.54,Manual Review,1,0,0,0,82,1,3,77.92,Manual,Priya,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20230407
45256,45256,45256,45256,Comprehensive,Gold,Active,3,M4,C2,Diesel,New,86,Very High,0.86,Rejected,0,0,1,1,17,29,6,80.15,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20241002
45257,45257,45257,45257,Comprehensive,Gold,Active,1,M7,B2,Petrol,New,93,Very High,0.93,Rejected,0,0,1,1,20,28,6,79.6,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20221028
45258,45258,45258,45258,Comprehensive,Gold,Cancelled,1,M6,B2,Petrol,New,52,Medium,0.52,Manual Review,1,0,0,0,42,9,3,94.81,Manual,John,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20250804
45259,45259,45259,45259,Third Party,Basic,Cancelled,3,M4,C2,Diesel,New,19,Low,0.19,Approved,0,1,0,1,7,2,3,89.72,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20241022
45260,45260,45260,45260,Third Party,Basic,Active,3,M4,C2,Diesel,New,10,Low,0.1,Approved,0,1,0,1,6,-1,6,79.78,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20241109
45261,45261,45261,45261,Comprehensive,Gold,Active,3,M4,C2,Diesel,New,63,High,0.63,Manual Review,1,0,0,0,33,10,6,78.92,Manual,David,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v1.1,20240811
45262,45262,45262,45262,Third Party,Silver,Active,1,M7,B2,Petrol,New,80,Very High,0.8,Rejected,0,0,1,1,12,20,2,91.84,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20240912
45263,45263,45263,45263,Comprehensive,Basic,Active,3,M4,C2,Diesel,New,84,Very High,0.84,Rejected,0,0,1,1,18,22,2,81.33,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20240316
45264,45264,45264,45264,Comprehensive,Silver,Active,1,M1,A,CNG,New,30,Medium,0.3,Approved,0,1,0,1,5,0,7,94.84,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20220914
45265,45265,45265,45265,Comprehensive,Gold,Active,1,M7,B2,Petrol,New,43,Medium,0.43,Manual Review,1,0,0,0,84,14,2,82.03,Manual,Alice,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20230329
45266,45266,45266,45266,Comprehensive,Basic,Active,1,M8,B1,CNG,New,76,High,0.76,Rejected,0,0,1,1,15,32,2,94.5,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20230314
45267,45267,45267,45267,Comprehensive,Gold,Active,1,M1,A,CNG,New,31,Medium,0.31,Approved,0,1,0,1,2,-10,3,89.7,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20230202
45268,45268,45268,45268,Comprehensive,Gold,Active,1,M1,A,CNG,New,95,Very High,0.95,Rejected,0,0,1,1,12,24,6,86.06,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20250322
45269,45269,45269,45269,Comprehensive,Gold,Active,4,M5,B2,Diesel,New,69,High,0.69,Manual Review,1,0,0,0,51,3,1,78.92,Manual,Alice,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v2.0,20231011
45270,45270,45270,45270,Comprehensive,Gold,Active,1,M7,B2,Petrol,New,47,Medium,0.47,Manual Review,1,0,0,0,34,9,6,80.92,Manual,Priya,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20220810
45271,45271,45271,45271,Comprehensive,Silver,Active,3,M4,C2,Diesel,New,45,Medium,0.45,Manual Review,1,0,0,0,70,0,7,78.7,Manual,David,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.0,20251230
45272,45272,45272,45272,Comprehensive,Gold,Active,1,M6,B2,Petrol,New,65,High,0.65,Manual Review,1,0,0,0,60,0,5,97.12,Manual,Alice,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v1.0,20220516
45273,45273,45273,45273,Comprehensive,Gold,Active,1,M8,B1,CNG,New,36,Medium,0.36,Manual Review,1,0,0,0,28,3,4,84.15,Manual,Rahul,Within SLA,0,0,0,Refer Underwriter,UW_AI_v1.1,20230918
45274,45274,45274,45274,Third Party,Gold,Expired,1,M6,B2,Petrol,New,7,Low,0.07,Approved,0,1,0,1,2,-2,4,85.5,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20240215
45275,45275,45275,45275,Comprehensive,Basic,Active,1,M1,A,CNG,New,98,Very High,0.98,Rejected,0,0,1,1,18,31,1,97.62,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20250726
45276,45276,45276,45276,Comprehensive,Basic,Active,1,M1,A,CNG,New,65,High,0.65,Manual Review,1,0,0,0,43,11,5,94.22,Manual,Alice,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v2.0,20230808
45277,45277,45277,45277,Comprehensive,Basic,Active,1,M7,B2,Petrol,New,21,Low,0.21,Approved,0,1,0,1,6,0,6,82.92,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20230430
45278,45278,45278,45278,Third Party,Basic,Active,1,M1,A,CNG,New,13,Low,0.13,Approved,0,1,0,1,4,2,5,82.3,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20250622
45279,45279,45279,45279,Comprehensive,Silver,Active,1,M8,B1,CNG,New,61,High,0.61,Manual Review,1,0,0,0,50,1,1,75.94,Manual,Rahul,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v1.0,20241107
45280,45280,45280,45280,Comprehensive,Basic,Active,1,M6,B2,Petrol,New,52,Medium,0.52,Manual Review,1,0,0,0,29,6,2,92.49,Manual,Rahul,Within SLA,0,0,0,Refer Underwriter,UW_AI_v1.1,20240526
45281,45281,45281,45281,Comprehensive,Basic,Active,1,M1,A,CNG,New,11,Low,0.11,Approved,0,1,0,1,5,-6,6,97.52,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20250312
45282,45282,45282,45282,Comprehensive,Silver,Active,5,M9,C1,Diesel,New,36,Medium,0.36,Manual Review,1,0,0,0,72,8,1,81.29,Manual,David,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20230516
45283,45283,45283,45283,Third Party,Gold,Active,3,M4,C2,Diesel,New,97,Very High,0.97,Rejected,0,0,1,1,11,21,2,77.18,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20220403
45284,45284,45284,45284,Comprehensive,Gold,Active,1,M2,C1,Petrol,New,62,High,0.62,Manual Review,1,0,0,0,84,7,1,92.72,Manual,John,SLA Breached,1,1,0,Refer Underwriter,UW_AI_v1.0,20251107
45285,45285,45285,45285,Comprehensive,Basic,Active,1,M8,B1,CNG,New,86,Very High,0.86,Rejected,0,0,1,1,16,26,5,89.06,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.1,20221006
45286,45286,45286,45286,Third Party,Basic,Active,1,M6,B2,Petrol,New,9,Low,0.09,Approved,0,1,0,1,2,-10,4,87.58,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20240908
45287,45287,45287,45287,Comprehensive,Silver,Expired,1,M6,B2,Petrol,New,43,Medium,0.43,Manual Review,1,0,0,0,56,11,3,85.16,Manual,Priya,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20230913
45288,45288,45288,45288,Third Party,Basic,Active,4,M5,B2,Diesel,New,19,Low,0.19,Approved,0,1,0,1,3,0,7,99.31,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20250804
45289,45289,45289,45289,Third Party,Gold,Expired,5,M9,C1,Diesel,New,74,High,0.74,Rejected,0,0,1,1,20,15,3,80.04,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20230421
45290,45290,45290,45290,Comprehensive,Basic,Active,1,M6,B2,Petrol,New,36,Medium,0.36,Manual Review,1,0,0,0,53,6,1,75.96,Manual,Alice,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.0,20240531
45291,45291,45291,45291,Comprehensive,Gold,Active,2,M3,A,Petrol,New,57,Medium,0.57,Manual Review,1,0,0,0,21,10,3,79.35,Manual,David,Within SLA,0,0,0,Refer Underwriter,UW_AI_v2.0,20231103
45292,45292,45292,45292,Comprehensive,Basic,Expired,1,M1,A,CNG,New,63,High,0.63,Manual Review,1,0,0,0,24,8,1,86.63,Manual,Rahul,Within SLA,0,1,0,Refer Underwriter,UW_AI_v2.0,20240311
45293,45293,45293,45293,Third Party,Basic,Active,1,M7,B2,Petrol,New,7,Low,0.07,Approved,0,1,0,1,6,-10,3,75.21,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20220620
45294,45294,45294,45294,Third Party,Silver,Active,1,M1,A,CNG,New,29,Low,0.29,Approved,0,1,0,1,3,-2,7,80.63,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20230107
45295,45295,45295,45295,Comprehensive,Basic,Active,1,M8,B1,CNG,New,61,High,0.61,Manual Review,1,0,0,0,21,13,1,80.99,Manual,Rahul,Within SLA,0,1,0,Refer Underwriter,UW_AI_v1.1,20240102
45296,45296,45296,45296,Comprehensive,Gold,Active,1,M10,Utility,CNG,New,55,Medium,0.55,Manual Review,1,0,0,0,72,5,1,77.2,Manual,Priya,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20251117
45297,45297,45297,45297,Comprehensive,Basic,Expired,1,M1,A,CNG,New,21,Low,0.21,Approved,0,1,0,1,6,-1,6,89.43,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20220704
45298,45298,45298,45298,Third Party,Basic,Active,1,M1,A,CNG,New,51,Medium,0.51,Manual Review,1,0,0,0,66,13,6,98.71,Manual,John,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v2.0,20251226
45299,45299,45299,45299,Third Party,Gold,Expired,1,M1,A,CNG,New,15,Low,0.15,Approved,0,1,0,1,3,-9,3,91.48,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20240727
45300,45300,45300,45300,Comprehensive,Basic,Active,1,M6,B2,Petrol,New,39,Medium,0.39,Manual Review,1,0,0,0,57,2,6,96.73,Manual,Rahul,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.0,20240414
45301,45301,45301,45301,Third Party,Silver,Active,1,M2,C1,Petrol,New,10,Low,0.1,Approved,0,1,0,1,7,0,6,86.84,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20220728
45302,45302,45302,45302,Comprehensive,Basic,Active,1,M1,A,CNG,New,29,Low,0.29,Approved,0,1,0,1,3,-9,7,86.24,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20240920
45303,45303,45303,45303,Comprehensive,Basic,Active,1,M8,B1,CNG,New,21,Low,0.21,Approved,0,1,0,1,4,-5,1,98.7,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.1,20240310
45304,45304,45304,45304,Third Party,Basic,Active,1,M8,B1,CNG,New,59,Medium,0.59,Manual Review,1,0,0,0,35,10,1,75.04,Manual,Rahul,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.1,20250914
45305,45305,45305,45305,Third Party,Gold,Active,3,M4,C2,Diesel,New,34,Medium,0.34,Approved,0,1,0,1,6,-3,5,81.98,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v2.0,20251016
45306,45306,45306,45306,Comprehensive,Silver,Active,1,M6,B2,Petrol,New,14,Low,0.14,Approved,0,1,0,1,3,-3,2,79.34,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20230104
45307,45307,45307,45307,Comprehensive,Basic,Active,1,M1,A,CNG,New,32,Medium,0.32,Approved,0,1,0,1,3,-5,7,90.53,Straight Through Processing,AI Engine,Within SLA,0,0,0,Auto Approve,UW_AI_v1.0,20250203
45308,45308,45308,45308,Comprehensive,Gold,Active,1,M8,B1,CNG,New,71,High,0.71,Rejected,0,0,1,1,18,31,3,85.01,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v1.0,20231225
45309,45309,45309,45309,Comprehensive,Gold,Active,2,M3,A,Petrol,New,59,Medium,0.59,Manual Review,1,0,0,0,35,9,7,75.38,Manual,Priya,SLA Breached,1,0,0,Refer Underwriter,UW_AI_v1.0,20250910
45310,45310,45310,45310,Third Party,Silver,Active,3,M4,C2,Diesel,New,86,Very High,0.86,Rejected,0,0,1,1,23,15,3,90.38,Straight Through Processing,AI Engine,Within SLA,0,1,1,Reject,UW_AI_v2.0,20250609
